2021-08-23 22:42:56,0.64
2021-08-23 22:43:56,1.06
2021-08-23 22:44:56,0.76
2021-08-23 22:45:56,0.70
2021-08-23 22:46:56,0.66
2021-08-23 22:47:56,0.72
2021-08-23 22:48:56,0.78
2021-08-23 22:49:56,0.73
2021-08-23 22:50:56,0.60
2021-08-23 22:51:56,0.62
2021-08-23 22:52:57,0.28
2021-08-23 22:53:57,0.32
2021-08-23 22:54:57,0.20
2021-08-23 22:55:57,0.17
2021-08-23 22:56:57,0.10
2021-08-23 22:57:57,0.11
2021-08-23 22:58:57,0.27
2021-08-23 22:59:57,0.24
2021-08-23 23:00:57,0.26
2021-08-23 23:01:57,0.15
2021-08-23 23:02:57,0.27
2021-08-23 23:03:57,0.44
2021-08-23 23:04:58,0.90
2021-08-23 23:05:58,0.67
2021-08-23 23:06:58,0.56
2021-08-23 23:07:58,0.56
2021-08-23 23:08:58,1.03
2021-08-23 23:09:58,0.87
2021-08-23 23:10:58,0.89
2021-08-23 23:11:58,0.66
2021-08-23 23:12:58,0.40
2021-08-23 23:13:58,0.45
2021-08-23 23:14:58,0.50
2021-08-23 23:15:59,0.28
2021-08-23 23:16:59,0.41
2021-08-23 23:17:59,0.34
2021-08-23 23:18:59,0.53
2021-08-23 23:19:59,0.27
2021-08-23 23:20:59,0.17
2021-08-23 23:21:59,0.20
2021-08-23 23:22:59,0.54
2021-08-23 23:23:59,0.80
2021-08-23 23:24:59,0.50
2021-08-23 23:25:59,0.60
2021-08-23 23:27:00,1.05
2021-08-23 23:28:00,0.87
2021-08-23 23:29:00,0.69
2021-08-23 23:30:00,0.59
2021-08-23 23:31:00,0.47
2021-08-23 23:32:00,0.46
2021-08-23 23:33:00,0.41
2021-08-23 23:34:00,0.35
2021-08-23 23:35:00,0.46
2021-08-23 23:36:00,0.47
2021-08-23 23:37:00,0.36
2021-08-23 23:38:00,0.59
2021-08-23 23:39:01,0.55
2021-08-23 23:40:01,0.38
2021-08-23 23:41:01,0.45
2021-08-23 23:42:01,0.60
2021-08-23 23:43:01,0.39
2021-08-23 23:44:01,0.30
2021-08-23 23:45:01,0.31
2021-08-23 23:46:01,0.14
2021-08-23 23:47:01,0.12
2021-08-23 23:48:01,0.12
2021-08-23 23:49:01,0.16
2021-08-23 23:50:02,0.14
2021-08-23 23:51:02,0.12
2021-08-23 23:52:02,0.57
2021-08-23 23:53:02,0.31
2021-08-23 23:54:02,0.20
2021-08-23 23:55:02,0.43
2021-08-23 23:56:02,0.32
2021-08-23 23:57:02,0.26
2021-08-23 23:58:02,0.23
2021-08-23 23:59:02,0.23
2021-08-24 00:00:02,0.22
2021-08-24 00:01:02,0.15
2021-08-24 00:02:03,0.20
2021-08-24 00:03:03,0.17
2021-08-24 00:04:03,0.36
2021-08-24 00:05:03,0.26
2021-08-24 00:06:03,0.20
2021-08-24 00:07:03,0.17
2021-08-24 00:08:03,0.09
2021-08-24 00:09:03,0.18
2021-08-24 00:10:03,0.20
2021-08-24 00:11:03,0.24
2021-08-24 00:12:03,0.19
2021-08-24 00:13:04,0.40
2021-08-24 00:14:04,0.47
2021-08-24 00:15:04,0.63
2021-08-24 00:16:04,0.69
2021-08-24 00:17:04,0.47
2021-08-24 00:18:04,0.56
2021-08-24 00:19:04,0.58
2021-08-24 00:20:04,0.35
2021-08-24 00:21:04,0.28
2021-08-24 00:22:04,0.47
2021-08-24 00:23:04,0.65
2021-08-24 00:24:05,0.48
2021-08-24 00:25:05,0.74
2021-08-24 00:26:05,0.66
2021-08-24 00:27:05,0.70
2021-08-24 00:28:05,0.77
2021-08-24 00:29:05,1.09
2021-08-24 00:30:05,0.99
2021-08-24 00:31:05,0.67
2021-08-24 00:32:05,0.59
2021-08-24 00:33:05,0.79
2021-08-24 00:34:05,0.40
2021-08-24 00:35:05,0.23
2021-08-24 00:36:06,0.08
2021-08-24 00:37:06,0.20
2021-08-24 00:38:06,0.14
2021-08-24 00:39:06,0.31
2021-08-24 00:40:06,0.23
2021-08-24 00:41:06,0.17
2021-08-24 00:42:06,0.27
2021-08-24 00:43:06,0.40
2021-08-24 00:44:06,0.23
2021-08-24 00:45:06,0.25
2021-08-24 00:46:06,0.29
2021-08-24 00:47:07,0.20
2021-08-24 00:48:07,0.34
2021-08-24 00:49:07,0.30
2021-08-24 00:50:07,0.28
2021-08-24 00:51:07,0.34
2021-08-24 00:52:07,0.49
2021-08-24 00:53:07,0.26
2021-08-24 00:54:07,0.28
2021-08-24 00:55:07,0.15
2021-08-24 00:56:07,0.18
2021-08-24 00:57:07,0.37
2021-08-24 00:58:07,0.14
2021-08-24 00:59:08,0.10
2021-08-24 01:00:08,0.23
